"O","H","L","C","V","T","BV","market"
839.99999999,845,827.26357982,842.51733931,120.64963092,"2018-02-25T05:00:00",101347.62640507,"USDT-ETH"
842.51933482,849,842.41464352,843.05,31.16189122,"2018-02-25T06:00:00",26351.12387833,"USDT-ETH"
846.77390019,849.99999999,838,838,25.22661794,"2018-02-25T07:00:00",21297.76005676,"USDT-ETH"
841.60425003,849.61999999,834,836,83.96163763,"2018-02-25T08:00:00",70655.78576769,"USDT-ETH"
834,841.99999999,830.00000001,838.05,232.4832411,"2018-02-25T09:00:00",194576.56710511,"USDT-ETH"
838.05,844.73427499,835,842.1,366.41219999,"2018-02-25T10:00:00",307919.36489135,"USDT-ETH"
836.14587292,845.78475934,836.14587292,837,112.6750657,"2018-02-25T11:00:00",94826.66732659,"USDT-ETH"
837,845.32030986,827.07945597,834.29799999,159.93878632,"2018-02-25T12:00:00",133552.57881521,"USDT-ETH"
831,834.16004999,818.94547797,827.99999999,127.57625352,"2018-02-25T13:00:00",105241.10227254,"USDT-ETH"
827.20544999,831.0000001,819.76659,821,111.42567489,"2018-02-25T14:00:00",92116.35844454,"USDT-ETH"
821,830,816.00000001,828.17573265,85.14553078,"2018-02-25T15:00:00",69908.95091277,"USDT-ETH"
828.65222999,833.43399997,822.72783756,831.22398497,135.05702941,"2018-02-25T16:00:00",111680.97306765,"USDT-ETH"
827.22398497,831.23549999,824.82986782,825.71986782,39.56526574,"2018-02-25T17:00:00",32812.5371949,"USDT-ETH"
825.71986782,831.99,820.1,831.99,98.26105791,"2018-02-25T18:00:00",80788.24447909,"USDT-ETH"
831.99,838.4928522,827.99000001,830.9,132.9792926,"2018-02-25T19:00:00",110892.93151854,"USDT-ETH"
830.825,841.99999999,830.825,841.35200002,231.1532959,"2018-02-25T20:00:00",194104.08074275,"USDT-ETH"
841.35200002,845,834.72000023,841.988,121.4610443,"2018-02-25T21:00:00",102290.90946186,"USDT-ETH"
841.978,847.81828183,836.1,847.81828183,41.928992,"2018-02-25T22:00:00",35388.01368036,"USDT-ETH"
847.81828183,848.69262952,840,840,45.87130622,"2018-02-25T23:00:00",38725.8496219,"USDT-ETH"
837.97082001,842.71401499,837.96012977,842.71401499,72.80362332,"2018-02-26T00:00:00",61278.50294432,"USDT-ETH"
842.71401499,851.33397269,842.71401499,848.58285001,43.18038599,"2018-02-26T01:00:00",36619.50535309,"USDT-ETH"
848.58285002,857.81595612,848,854.3,75.27100337,"2018-02-26T02:00:00",64304.25938109,"USDT-ETH"
855.9,855.99999999,846.01100001,849.7,58.21198595,"2018-02-26T03:00:00",49522.02166018,"USDT-ETH"
849.36012,852,843.2205111,850.4,48.18476067,"2018-02-26T04:00:00",40930.92086329,"USDT-ETH"
850.43959,855,843.50026522,849.9,26.72183836,"2018-02-26T05:00:00",22721.41878186,"USDT-ETH"
849.1,850,829.4759505,837,39.58322059,"2018-02-26T06:00:00",33167.99806847,"USDT-ETH"
837,842.92398903,831,839.029,72.55859318,"2018-02-26T07:00:00",60882.66873691,"USDT-ETH"
841.185,843.74804371,834,840.26375999,41.28425196,"2018-02-26T08:00:00",34610.45529157,"USDT-ETH"
840.26374999,849.05999999,838.46140046,848,35.36241909,"2018-02-26T09:00:00",29845.2499725,"USDT-ETH"
848,859.123,847.20046674,859.123,125.52628786,"2018-02-26T10:00:00",107347.18341358,"USDT-ETH"
859.123,864.1933036,853.42123208,864,159.20873389,"2018-02-26T11:00:00",137060.22643548,"USDT-ETH"
863.99999999,867,855.24209,866,110.76262598,"2018-02-26T12:00:00",95516.62503835,"USDT-ETH"
866,879.98999999,865.99999999,868.16499999,473.68164894,"2018-02-26T13:00:00",413268.56506805,"USDT-ETH"
870,879.84100098,866.47585018,871.3423795,459.19537509,"2018-02-26T14:00:00",401154.49685544,"USDT-ETH"
871.3423795,875.99999999,867.62050002,874,178.97553983,"2018-02-26T15:00:00",156299.6711391,"USDT-ETH"
874,880,864.7,865.1,287.50589709,"2018-02-26T16:00:00",251361.23829354,"USDT-ETH"
865.2,869,857,869,120.5291583,"2018-02-26T17:00:00",104051.11224054,"USDT-ETH"
867,871,861.25402832,862.99999,58.14940926,"2018-02-26T18:00:00",50256.17495165,"USDT-ETH"
862.5,867.98834999,859,861,210.58423367,"2018-02-26T19:00:00",181358.5888628,"USDT-ETH"
861,865.87784999,858.5,861.81259995,119.18352074,"2018-02-26T20:00:00",102688.36640645,"USDT-ETH"
862,873.99999997,861.81259995,871.82739988,128.50589866,"2018-02-26T21:00:00",111426.84120063,"USDT-ETH"
868.5,872.99899992,864.2,868.97509429,67.69788579,"2018-02-26T22:00:00",58884.68094672,"USDT-ETH"
868.97509429,870,862,863,70.96454528,"2018-02-26T23:00:00",61411.13562969,"USDT-ETH"
868.09999999,872.99899947,865,868.90000006,27.76104467,"2018-02-27T00:00:00",24130.68610726,"USDT-ETH"
868.90000006,874,862.65026416,864,168.42614145,"2018-02-27T01:00:00",146360.76807014,"USDT-ETH"
862.65026416,864,859.74894694,863,628.15121152,"2018-02-27T02:00:00",540695.92362552,"USDT-ETH"
861,872.0445,861,871,181.9375715,"2018-02-27T03:00:00",157137.31124333,"USDT-ETH"
871,874.998,865.48085001,874.998,83.42786358,"2018-02-27T04:00:00",72701.38473386,"USDT-ETH"
874.998,876.45250001,871.31115001,876.45250001,47.62094388,"2018-02-27T05:00:00",41666.44226505,"USDT-ETH"
876.45250001,879.2,876.45250001,879.2,100.29018125,"2018-02-27T06:00:00",88000.11261553,"USDT-ETH"
877.552521,891,876.552521,891,365.28641034,"2018-02-27T07:00:00",323512.86657325,"USDT-ETH"
891,898,887.66326,893,594.68768178,"2018-02-27T08:00:00",532174.96819303,"USDT-ETH"
893,894.49,887.00000001,889,253.08988003,"2018-02-27T09:00:00",225353.65794245,"USDT-ETH"
889,891,875,877,327.00201503,"2018-02-27T10:00:00",288149.5258099,"USDT-ETH"
877,883.4317886,875.400001,883.4317886,63.37312438,"2018-02-27T11:00:00",55816.30860748,"USDT-ETH"
883.4317886,888.99999999,881.9,886.98284999,237.94297043,"2018-02-27T12:00:00",210973.01240053,"USDT-ETH"
886.58005219,891.71826424,881,891.51826424,458.40583218,"2018-02-27T13:00:00",405825.66379311,"USDT-ETH"
891.71826424,893,876.912,879.8,276.48195228,"2018-02-27T14:00:00",245219.84572011,"USDT-ETH"
879.8,879.8,866.10829115,872.9,467.97435086,"2018-02-27T15:00:00",407227.5658489,"USDT-ETH"
872.9,878.86244999,870,877.98809998,170.57516538,"2018-02-27T16:00:00",149138.55786394,"USDT-ETH"
877.85744999,877.85744999,867.00000999,868.1572181,93.06634325,"2018-02-27T17:00:00",81315.50195509,"USDT-ETH"
868.1572181,877.566505,867.80000999,877,71.38522022,"2018-02-27T18:00:00",62472.65763257,"USDT-ETH"
877,882.91589999,875,881.58419517,62.55450284,"2018-02-27T19:00:00",54997.26009577,"USDT-ETH"
880.1,883.89799543,879,879,53.19591997,"2018-02-27T20:00:00",46825.80129271,"USDT-ETH"
882.28949999,883.99999999,879.00000019,880.00000001,180.79378241,"2018-02-27T21:00:00",159790.55392024,"USDT-ETH"
880.00000001,884.1508594,875,878.63513044,110.36647182,"2018-02-27T22:00:00",97157.85169848,"USDT-ETH"
878.63513044,881.99999999,874.125,874.125,219.3702918,"2018-02-27T23:00:00",191818.39765484,"USDT-ETH"
874.125,880,871,877.05107084,185.6190201,"2018-02-28T00:00:00",162610.38494481,"USDT-ETH"
877.05107084,887.09999998,877.05107084,884.4,88.71952972,"2018-02-28T01:00:00",78398.85271428,"USDT-ETH"
884.40000001,887.29999999,882,882,188.94818964,"2018-02-28T02:00:00",167163.18216189,"USDT-ETH"
884.04824998,890.2491,883.46420173,887,138.83608424,"2018-02-28T03:00:00",123406.38702428,"USDT-ETH"
887,890.24,884,884,88.68721942,"2018-02-28T04:00:00",78718.9673455,"USDT-ETH"
885,889.10535504,883.89398575,885,91.98465276,"2018-02-28T05:00:00",81432.44973002,"USDT-ETH"
885,889.10535505,872.00000001,878.43954834,260.29519653,"2018-02-28T06:00:00",228708.30900311,"USDT-ETH"
878.84242235,879.56595,867.05123001,878.571,99.82782234,"2018-02-28T07:00:00",87263.68911427,"USDT-ETH"
875.69693938,879.099999,860.67547846,863.19126396,575.4453843,"2018-02-28T08:00:00",498626.37658767,"USDT-ETH"
865.07482468,869.652,860.11785,869.652,211.39898082,"2018-02-28T09:00:00",182838.50079543,"USDT-ETH"
869.652,870.39099999,858.00000002,865.00000002,665.10744062,"2018-02-28T10:00:00",571769.17931608,"USDT-ETH"
866.52931114,870.44999999,862.74044537,866.36673769,56.02940171,"2018-02-28T11:00:00",48528.39141834,"USDT-ETH"
868.58506194,870,852.03450001,859,268.30376514,"2018-02-28T12:00:00",230640.2350438,"USDT-ETH"
859,869.26469994,855.10000001,865,185.31605013,"2018-02-28T13:00:00",160032.51400237,"USDT-ETH"
864.68540003,873.95516226,860.13134824,870.45,161.77010427,"2018-02-28T14:00:00",140315.13133877,"USDT-ETH"
870.45,875.95515834,865.29341871,867.01049047,255.35856402,"2018-02-28T15:00:00",222507.41298728,"USDT-ETH"
867.01049047,871.99999999,860.486,861.25,50.97637796,"2018-02-28T16:00:00",44045.29943172,"USDT-ETH"
861.25,866.99579838,860.344,866.99579838,263.38963514,"2018-02-28T17:00:00",227832.09645037,"USDT-ETH"
866.6,871.18276,865.999,866.34,101.86834012,"2018-02-28T18:00:00",88487.14959462,"USDT-ETH"
869,871.49999999,866.34000009,866.34000009,48.27585581,"2018-02-28T19:00:00",41924.22286625,"USDT-ETH"
871.5,875,868.14489949,871.00621004,51.77751571,"2018-02-28T20:00:00",45222.91448587,"USDT-ETH"
871.00621004,873.5,865.96873329,865.96873329,173.00785488,"2018-02-28T21:00:00",150075.83205945,"USDT-ETH"
865,869.39099838,857.00000007,857.00000007,130.14310212,"2018-02-28T22:00:00",112643.56448311,"USDT-ETH"
858.00000007,861,851.1,851.9,140.95626224,"2018-02-28T23:00:00",120439.88933683,"USDT-ETH"
851.902,858.99674135,845.75,858.99674135,125.44049705,"2018-03-01T00:00:00",106765.39341175,"USDT-ETH"
858.99674135,860,850.00000007,855.7,67.0264097,"2018-03-01T01:00:00",57282.16311355,"USDT-ETH"
855.7,863.13557711,850.00000001,854.31287336,60.81211814,"2018-03-01T02:00:00",52059.66720322,"USDT-ETH"
854.31287336,860.57590943,854,857,56.14626783,"2018-03-01T03:00:00",47999.77903538,"USDT-ETH"
857,863.63739,857,863.47511498,27.26250561,"2018-03-01T04:00:00",23482.63018839,"USDT-ETH"
860,860,854.30174242,860,147.55203737,"2018-03-01T05:00:00",126858.65752767,"USDT-ETH"
860,860,854.85580501,860,38.27957696,"2018-03-01T06:00:00",32874.29723727,"USDT-ETH"
859.9999999,866.15046677,859,865.95046676,747.90406195,"2018-03-01T07:00:00",643493.91875344,"USDT-ETH"
865.95046676,873.09007558,865.45046677,868,69.00900513,"2018-03-01T08:00:00",59976.27575934,"USDT-ETH"
868,872.83432999,866.31537849,866.31537849,68.44881806,"2018-03-01T09:00:00",59594.90069384,"USDT-ETH"
866.31537849,878,866.31537849,878,339.04779588,"2018-03-01T10:00:00",295284.07625209,"USDT-ETH"
875.86044479,878,868.41311998,872.6508,73.80140329,"2018-03-01T11:00:00",64545.67573682,"USDT-ETH"
871.88055821,872.64999998,865,866.05581838,97.76245797,"2018-03-01T12:00:00",84997.194423,"USDT-ETH"
866.05581838,873.39224991,863.00000001,870.1,237.49852482,"2018-03-01T13:00:00",206752.15081265,"USDT-ETH"
870.1,873.52055746,865.20000001,868,59.65249943,"2018-03-01T14:00:00",51981.17026251,"USDT-ETH"
870,870,860,865.3,80.98699441,"2018-03-01T15:00:00",70041.61501708,"USDT-ETH"
867,871.28474999,862.6,868.57368816,144.29890784,"2018-03-01T16:00:00",125157.83663127,"USDT-ETH"
870,877,865,872.17666,63.92680404,"2018-03-01T17:00:00",55767.80227964,"USDT-ETH"
877,880,873.21371374,880,97.54537352,"2018-03-01T18:00:00",85476.97382234,"USDT-ETH"
880,880,873.21371374,876,30.46534805,"2018-03-01T19:00:00",26704.90982458,"USDT-ETH"
875.99999999,880,873.00000001,879,51.57280531,"2018-03-01T20:00:00",45284.91277981,"USDT-ETH"
879,880.09564,869.4896,869.48960001,604.21660426,"2018-03-01T21:00:00",529718.9678186,"USDT-ETH"
869.4896,875.1021339,864.05913044,875.1021339,84.32791835,"2018-03-01T22:00:00",73326.84488733,"USDT-ETH"
874.896678,875.32,870.72649,871.023245,103.88429254,"2018-03-01T23:00:00",90864.93656489,"USDT-ETH"
871.023245,876.098158,866.451,870.87269999,230.237927,"2018-03-02T00:00:00",200770.90515453,"USDT-ETH"
870.87269998,878.44773999,869.53786158,876.00000001,282.81406699,"2018-03-02T01:00:00",247634.99201279,"USDT-ETH"
876.00000001,877.99999998,871.52863235,871.53239999,38.54244983,"2018-03-02T02:00:00",33722.28141779,"USDT-ETH"
872.00324,874,871,874,39.90553847,"2018-03-02T03:00:00",34839.30481766,"USDT-ETH"
871.4,876.084841,866.0000008,870,98.49518833,"2018-03-02T04:00:00",85989.59941817,"USDT-ETH"
870,873.47899997,866.07107999,871.6,60.2667338,"2018-03-02T05:00:00",52380.79916535,"USDT-ETH"
870,873.479,868.005463,870,63.49587782,"2018-03-02T06:00:00",55361.29599957,"USDT-ETH"
873.479,873.479,868,873.47899997,60.34133937,"2018-03-02T07:00:00",52542.32177749,"USDT-ETH"
868.0909,873.479,868.0909,868.5,29.25159153,"2018-03-02T08:00:00",25499.54535981,"USDT-ETH"
870.5,873.47899999,861.15,861.88,189.07785328,"2018-03-02T09:00:00",163591.27549132,"USDT-ETH"
861.89,864,858,861.15,203.08089644,"2018-03-02T10:00:00",174656.09019849,"USDT-ETH"
860.15,861.15,858.65005,860.15,67.8545314,"2018-03-02T11:00:00",58356.23461668,"USDT-ETH"
859,866.14999999,859,865.58639999,44.34533936,"2018-03-02T12:00:00",38298.68251753,"USDT-ETH"
865.58639999,865.86779999,861.05000001,864.8,48.3151986,"2018-03-02T13:00:00",41770.05468825,"USDT-ETH"
862.2995,864.74422807,854,854,277.73576691,"2018-03-02T14:00:00",238110.26368601,"USDT-ETH"
854.1,856.51999986,852.99,856.51999986,92.01050713,"2018-03-02T15:00:00",78745.39077764,"USDT-ETH"
856.51999986,857.20469999,852.99,857.20469999,47.25865608,"2018-03-02T16:00:00",40489.42609071,"USDT-ETH"
857.20469998,859,853.1,853.1,17.2058728,"2018-03-02T17:00:00",14715.30793473,"USDT-ETH"
857.25,857.99262626,853.11,857.99262626,13.87716372,"2018-03-02T18:00:00",11887.29540986,"USDT-ETH"
855.84764469,858.11309739,851.94780263,851.94780263,48.13689792,"2018-03-02T19:00:00",41141.94995159,"USDT-ETH"
853.73342999,860.8026,850.79,859,70.5833754,"2018-03-02T20:00:00",60359.68266403,"USDT-ETH"
859,860.58470499,852.53015201,856.9,182.68114045,"2018-03-02T21:00:00",156122.18173694,"USDT-ETH"
856.9,864.45075018,853.26360906,864.25600042,116.69058557,"2018-03-02T22:00:00",100150.86953498,"USDT-ETH"
861,863.99999999,856.25353856,856.25353856,65.88230661,"2018-03-02T23:00:00",56544.29907591,"USDT-ETH"
856.25353856,864.89999979,856.25353856,861,16.07218906,"2018-03-03T00:00:00",13845.21335253,"USDT-ETH"
861,871.71705569,857.10000026,871.59680593,109.52963398,"2018-03-03T01:00:00",95129.21089305,"USDT-ETH"
867.11000001,871.99999996,862.75,867.64000002,55.44159858,"2018-03-03T02:00:00",48110.08979057,"USDT-ETH"
870,870.99999969,864.1000002,867.76365499,106.50053922,"2018-03-03T03:00:00",92398.64118167,"USDT-ETH"
867.29991458,869.2607,862.51879639,865.524,58.85728485,"2018-03-03T04:00:00",51049.61519412,"USDT-ETH"
865.524,869.26069992,862,862,95.08948224,"2018-03-03T05:00:00",82367.58996626,"USDT-ETH"
867.38554994,868.91229599,861.8,865,114.25493615,"2018-03-03T06:00:00",98954.39309587,"USDT-ETH"
865,867.99999999,861.41,861.93,235.89274571,"2018-03-03T07:00:00",204388.57899054,"USDT-ETH"
861.93599173,862.46198346,860.331,862.46198345,69.61726686,"2018-03-03T08:00:00",59933.23605322,"USDT-ETH"
862.46198345,866.72088999,860.3,861.74,45.11988203,"2018-03-03T09:00:00",38880.14497672,"USDT-ETH"
861.74,867.113,860.8442,865,37.26477447,"2018-03-03T10:00:00",32170.37825474,"USDT-ETH"
865,867.92049997,860.5,860.5,42.61145475,"2018-03-03T11:00:00",36928.15037909,"USDT-ETH"
867.06275998,870,861.18853768,866.801,30.35416646,"2018-03-03T12:00:00",26342.15974896,"USDT-ETH"
870,870.4,866.801,868.57930499,39.72654609,"2018-03-03T13:00:00",34522.789321,"USDT-ETH"
867,869.38450499,860.85,860.85,115.34048671,"2018-03-03T14:00:00",99756.49203395,"USDT-ETH"
860.85,864.36749087,860.331,862,51.21623681,"2018-03-03T15:00:00",44154.09171358,"USDT-ETH"
864.36749087,868.96444624,860.33080942,860.50000001,79.88747376,"2018-03-03T16:00:00",69138.50799876,"USDT-ETH"
866.59596999,866.79734499,861.00000002,866.79734498,34.96601164,"2018-03-03T17:00:00",30249.02945039,"USDT-ETH"
866.5,866.5,861.4,861.4,59.6081223,"2018-03-03T18:00:00",51537.59274493,"USDT-ETH"
861.4,863,858.98529102,863,54.3032482,"2018-03-03T19:00:00",46777.41211366,"USDT-ETH"
863,863,850.99000001,851.30000002,114.54109044,"2018-03-03T20:00:00",97950.9749099,"USDT-ETH"
855.99999995,858.5574617,855.14399995,855.14399995,66.94743495,"2018-03-03T21:00:00",57361.19221223,"USDT-ETH"
855.34399995,859.20077885,852.14400001,855.99,17.28680675,"2018-03-03T22:00:00",14811.0020196,"USDT-ETH"
855.99,859.87552109,852.10000014,857.1,82.22397134,"2018-03-03T23:00:00",70491.90832126,"USDT-ETH"
857.1,859.10999999,852.59972292,856.99999989,34.40754633,"2018-03-04T00:00:00",29438.42558587,"USDT-ETH"
852.59972292,858.1809777,852.59972292,852.59972292,40.06092231,"2018-03-04T01:00:00",34284.15550231,"USDT-ETH"
852.59972292,858.1179999,851,851.39999997,33.71356654,"2018-03-04T02:00:00",28754.62784194,"USDT-ETH"
851,853.99999944,845.1,845.99999999,234.08851593,"2018-03-04T03:00:00",198991.11878905,"USDT-ETH"
845.53799999,852.63441961,845.01,847,165.21829941,"2018-03-04T04:00:00",140204.9517349,"USDT-ETH"
850.38785374,850.56778174,845.01,849.56562,73.81720403,"2018-03-04T05:00:00",62643.24298421,"USDT-ETH"
845.05,849.56562,843.5,843.59024279,27.9418932,"2018-03-04T06:00:00",23659.03346519,"USDT-ETH"
843.22507988,843.59024279,836.983,837.0226,173.86565419,"2018-03-04T07:00:00",145999.73305991,"USDT-ETH"
843,847.36,840.86020695,847.36,33.76657377,"2018-03-04T08:00:00",28516.53951016,"USDT-ETH"
847.2984,853.37809648,840.75900001,852.66399999,64.2520133,"2018-03-04T09:00:00",54376.7994216,"USDT-ETH"
852.66399998,852.66399998,843.73765157,849.315685,16.57856911,"2018-03-04T10:00:00",14059.9868765,"USDT-ETH"
848.26996499,851.99999999,844.358,851.5,9.11375922,"2018-03-04T11:00:00",7727.11579328,"USDT-ETH"
851.6592,856.39999995,850,850.949545,32.94671597,"2018-03-04T12:00:00",28119.98825024,"USDT-ETH"
853,858.10999999,850.00000022,856.6,39.80503016,"2018-03-04T13:00:00",34018.25725698,"USDT-ETH"
856.6,856.6,850.00056,853.1518,39.2467404,"2018-03-04T14:00:00",33533.85389392,"USDT-ETH"
853.1518,857.93282,851,857.92281998,93.6412159,"2018-03-04T15:00:00",80162.20772968,"USDT-ETH"
857.92281997,861.432,855.00000001,858.1,47.61022767,"2018-03-04T16:00:00",40917.75788688,"USDT-ETH"
861.82569,862,855.00000003,860,33.3897102,"2018-03-04T17:00:00",28716.48934206,"USDT-ETH"
860,869.53981111,860,866,82.95493253,"2018-03-04T18:00:00",71712.50197725,"USDT-ETH"
868.1802112,868.65144999,862.2,864,42.72409966,"2018-03-04T19:00:00",37070.07686846,"USDT-ETH"
864,869,864,869,40.75867075,"2018-03-04T20:00:00",35317.55464963,"USDT-ETH"
869,869,865.5338396,865.5338396,57.03105844,"2018-03-04T21:00:00",49400.59924634,"USDT-ETH"
863.75,865.99999999,860.19,865.2,19.3719596,"2018-03-04T22:00:00",16749.05825659,"USDT-ETH"
865.2,868,860.191,868,68.74163809,"2018-03-04T23:00:00",59587.63978873,"USDT-ETH"
867.99998889,868.99999999,861.721,868.33828199,38.34659076,"2018-03-05T00:00:00",33255.28022808,"USDT-ETH"
868.33828199,868.33828199,861.25502,868.13592499,34.75169518,"2018-03-05T01:00:00",30094.41940589,"USDT-ETH"
868.135925,868.135925,865,867.29999998,26.04527812,"2018-03-05T02:00:00",22549.11751301,"USDT-ETH"
867.29999998,877.7187637,865,869,227.00315329,"2018-03-05T03:00:00",197736.72340705,"USDT-ETH"
868.8,870.99,865.6,865.84265363,93.57883972,"2018-03-05T04:00:00",81428.61305691,"USDT-ETH"
865.6,867.43026904,864.1401758,866.797182,36.98723847,"2018-03-05T05:00:00",32034.24844528,"USDT-ETH"
866.79718198,870.5,863.16830003,865,168.08796083,"2018-03-05T06:00:00",145831.01795537,"USDT-ETH"
865,870.5,864.18000088,865,85.02190076,"2018-03-05T07:00:00",73889.99414091,"USDT-ETH"
865,870.17994,863,863,80.0213374,"2018-03-05T08:00:00",69278.43145926,"USDT-ETH"
863,868,861.80277456,861.80277457,82.44597117,"2018-03-05T09:00:00",71122.5054609,"USDT-ETH"
866.99999999,866.99999999,861.80277456,866.99999999,24.64599193,"2018-03-05T10:00:00",21284.84206776,"USDT-ETH"
866.99999999,868,861.80277456,868,26.10498336,"2018-03-05T11:00:00",22621.5419949,"USDT-ETH"
868,870,864.6,869.536,53.4588538,"2018-03-05T12:00:00",46477.59888139,"USDT-ETH"
869.536,869.99,864.55443506,868.72199998,46.33398427,"2018-03-05T13:00:00",40219.92370851,"USDT-ETH"
864.55443506,868.23959998,862.24371517,862.3,100.03211455,"2018-03-05T14:00:00",86647.02053492,"USDT-ETH"
862.3,864.70639999,858,860.887979,200.95055168,"2018-03-05T15:00:00",173379.00500848,"USDT-ETH"
860,861.73589999,858,860,171.51696368,"2018-03-05T16:00:00",147439.48927747,"USDT-ETH"
858.6,861.09404999,857.69,857.69,218.49733272,"2018-03-05T17:00:00",187519.97216462,"USDT-ETH"
857.69,864.10496973,855,864.10496973,79.3946764,"2018-03-05T18:00:00",68040.61382532,"USDT-ETH"
864.10496973,865,860,861.88799999,165.12231929,"2018-03-05T19:00:00",142457.12025429,"USDT-ETH"
861.93824998,862.54784279,855.5,859.32524999,96.62435962,"2018-03-05T20:00:00",83076.63117786,"USDT-ETH"
859.41625666,859.41625666,855,855,44.83181168,"2018-03-05T21:00:00",38427.99026676,"USDT-ETH"
855.00000001,859,855.00000001,855.19,42.06948681,"2018-03-05T22:00:00",36095.84315514,"USDT-ETH"
857.99999998,857.99999998,851.8,851.8,66.00594966,"2018-03-05T23:00:00",56388.68748521,"USDT-ETH"
851.57500001,851.57500001,840,845.47399999,176.58354545,"2018-03-06T00:00:00",149399.23987358,"USDT-ETH"
840.50946,845.5879,837.50000001,843.99999998,55.70008358,"2018-03-06T01:00:00",46826.34778962,"USDT-ETH"
843.99999998,847.17507614,842.45000002,846.84314998,93.54223412,"2018-03-06T02:00:00",78958.62205247,"USDT-ETH"
847.10444998,848.76236207,842.00000006,842.00000008,73.68744301,"2018-03-06T03:00:00",62090.57250767,"USDT-ETH"
846.22055117,850.97352816,845.92055117,849.91844999,24.94542034,"2018-03-06T04:00:00",21201.6309459,"USDT-ETH"
849.91844999,853.0275,847.22055124,853,23.98557327,"2018-03-06T05:00:00",20419.48065715,"USDT-ETH"
851.5,854.17964999,846.00000001,851.42594999,41.80231597,"2018-03-06T06:00:00",35527.58336385,"USDT-ETH"
851.41589999,851.73563999,843.67453497,846,34.07016979,"2018-03-06T07:00:00",28836.23718096,"USDT-ETH"
846,851.30534998,845.24625348,849.59799999,13.68401116,"2018-03-06T08:00:00",11603.15160278,"USDT-ETH"
849.59999998,851.22221726,846.20159999,849.22221947,173.49654418,"2018-03-06T09:00:00",147606.10914359,"USDT-ETH"
849.22221947,849.22221947,830.25,834.01045121,346.1376337,"2018-03-06T10:00:00",289240.82137786,"USDT-ETH"
834.28,837.74879983,828.5135207,829.83301,431.16542142,"2018-03-06T11:00:00",359463.42376104,"USDT-ETH"
830.05235,837.99999999,828.79334996,829.99960167,70.49629101,"2018-03-06T12:00:00",58574.69795491,"USDT-ETH"
829.99960167,833.99899997,820.25,820.99999999,245.38001097,"2018-03-06T13:00:00",202662.26694211,"USDT-ETH"
822.64199998,830.211525,821,828.38062707,100.36158862,"2018-03-06T14:00:00",83081.85220465,"USDT-ETH"
831.36178071,833.0775,829,830,44.90462404,"2018-03-06T15:00:00",37340.34063448,"USDT-ETH"
830.0000001,832.700275,828.00000055,828.00000055,26.79382056,"2018-03-06T16:00:00",22211.22150975,"USDT-ETH"
830.5,830.64255,816.4822,817.31510165,461.28971055,"2018-03-06T17:00:00",378393.78707332,"USDT-ETH"
817.31510164,823.6287606,812,815.5,250.45786259,"2018-03-06T18:00:00",205190.07411206,"USDT-ETH"
813,814.78959326,805,814.05,382.69337006,"2018-03-06T19:00:00",310028.93300851,"USDT-ETH"
814.167115,814.27115,803.26627808,810,119.91852289,"2018-03-06T20:00:00",97182.63001883,"USDT-ETH"
808.00627768,819.25,805,818.19999999,334.59297242,"2018-03-06T21:00:00",271025.83645345,"USDT-ETH"
818.19999999,819.27,811.14790992,819.27,57.66804166,"2018-03-06T22:00:00",47150.19048068,"USDT-ETH"
819.27,819.27,807.27,812.6310428,35.81322546,"2018-03-06T23:00:00",29108.20728086,"USDT-ETH"
811.5,819.8,811.5,819.8,104.67932375,"2018-03-07T00:00:00",85318.52359894,"USDT-ETH"
818.66032221,826.43759527,818.66032221,826,65.12053267,"2018-03-07T01:00:00",53494.94665866,"USDT-ETH"
826.82379,827.87075999,814.00400006,821.08499999,69.50453438,"2018-03-07T02:00:00",56784.33703265,"USDT-ETH"
821.08499999,821.08499999,807.3072914,812.42528587,142.0862001,"2018-03-07T03:00:00",115375.56981456,"USDT-ETH"
812.42609831,815.75444999,808.962525,813.64729677,43.5051186,"2018-03-07T04:00:00",35337.96067456,"USDT-ETH"
814.78799996,814.78799996,799.00001,799.5,193.35631074,"2018-03-07T05:00:00",155199.67339638,"USDT-ETH"
800.5,800.5,782.1996,785.20209029,327.64405775,"2018-03-07T06:00:00",259293.59910723,"USDT-ETH"
786.321,791.58873145,776.63474997,789.07574999,487.15321276,"2018-03-07T07:00:00",381555.60307511,"USDT-ETH"
787.00000003,796.14899999,787,788,138.93593586,"2018-03-07T08:00:00",109851.34474555,"USDT-ETH"
789.95527188,790.54023999,775.86436174,775.86436174,202.21213741,"2018-03-07T09:00:00",158614.07217631,"USDT-ETH"
775.61211177,788.94645278,775.61211177,780,236.75688788,"2018-03-07T10:00:00",185264.97748748,"USDT-ETH"
780,791.92539999,779,790,115.74714663,"2018-03-07T11:00:00",90853.24207476,"USDT-ETH"
791.01,793.16960747,785,790.26584356,156.36455587,"2018-03-07T12:00:00",123603.69332622,"USDT-ETH"
791.99999999,792,785.48700001,789.1,271.58661404,"2018-03-07T13:00:00",215027.54200905,"USDT-ETH"
790.90307486,790.90307488,782.95,788,121.63977003,"2018-03-07T14:00:00",95494.2005745,"USDT-ETH"
788,790.899,785,785,165.40753033,"2018-03-07T15:00:00",130331.35976542,"USDT-ETH"
788.93699999,791.11499988,731.36,740,951.0847204,"2018-03-07T16:00:00",717658.51349594,"USDT-ETH"
